congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart
81,house,S000640,Wint,,Smith,,1892-10-07,KS,R,Yes,1949-01-03
81,house,B000176,Frank,Aloysius,Barrett,,1892-11-10,WY,R,Yes,1949-01-03
81,house,J000100,Benton,Franklin,Jensen,,1892-12-16,IA,R,Yes,1949-01-03
81,house,M000199,Thomas,Ellsworth,Martin,,1893-01-18,IA,R,Yes,1949-01-03
81,house,B000999,Joseph,Raleigh,Bryson,,1893-01-18,SC,D,Yes,1949-01-03
81,house,G000102,Leon,Harry,Gavin,,1893-02-25,PA,R,Yes,1949-01-03
81,house,W000668,Jesse,Paine,Wolcott,,1893-03-03,MI,R,Yes,1949-01-03
81,house,R000140,Kenneth,Mills,Regan,,1893-03-06,TX,D,Yes,1949-01-03
81,house,H000284,Edward,Joseph,Hart,,1893-03-25,NJ,D,Yes,1949-01-03
81,house,K000170,Clarence,Evans,Kilburn,,1893-04-13,NY,R,Yes,1949-01-03
81,house,S000277,Paul,Werntz,Shafer,,1893-04-27,MI,R,Yes,1949-01-03
81,house,H000768,Clifford,Ragsdale,Hope,,1893-06-09,KS,R,Yes,1949-01-03
81,house,B000909,Clarence,J.,Brown,,1893-07-14,OH,R,Yes,1949-01-03
81,house,C000755,Jere,,Cooper,,1893-07-20,TN,D,Yes,1949-01-03
81,house,P000103,John,William Wright,Patman,,1893-08-06,TX,D,Yes,1949-01-03
81,house,L000161,Jay,,Le Fevre,,1893-09-06,NY,R,Yes,1949-01-03
81,house,K000029,Robert,Winthrop,Kean,,1893-09-28,NJ,R,Yes,1949-01-03
81,house,S000067,Lansdale,Ghiselin,Sasscer,,1893-09-30,MD,D,Yes,1949-01-03
81,house,B000237,Joseph,Bengal,Bates,,1893-10-29,KY,D,Yes,1949-01-03
81,house,G000316,Thomas,Sylvy,Gordon,,1893-12-17,IL,D,Yes,1949-01-03
81,house,H000689,Richard,William,Hoffman,,1893-12-23,IL,R,No,1949-01-03
81,house,D000354,John,David,Dingell,,1894-02-02,MI,D,Yes,1949-01-03
81,house,T000373,James,William,Trimble,,1894-02-03,AR,D,Yes,1949-01-03
81,house,P000261,James,Hardin,Peterson,,1894-02-11,FL,D,Yes,1949-01-03
81,house,B001028,James,Vincent,Buckley,,1894-05-15,IL,D,No,1949-01-03
81,house,W000108,Francis,Eugene,Walter,,1894-05-26,PA,D,Yes,1949-01-03
81,house,B000271,James,Glenn,Beall,,1894-06-05,MD,R,Yes,1949-01-03
81,house,L000537,Walter,Aloysius,Lynch,,1894-07-07,NY,D,Yes,1949-01-03
81,house,S000764,Katharine,Price Collier,St. George,,1894-07-12,NY,R,Yes,1949-01-03
81,house,H000640,John,Carl Williams,Hinshaw,,1894-07-28,CA,R,Yes,1949-01-03
81,house,M001114,Thomas,Jefferson,Murray,,1894-08-01,TN,D,Yes,1949-01-03
81,house,H000442,Erland,Harold,Hedrick,,1894-08-09,WV,D,Yes,1949-01-03
81,house,D000403,James,Isaac,Dolliver,,1894-08-31,IA,R,Yes,1949-01-03
81,house,R000214,James,Prioleau,Richards,,1894-08-31,SC,D,Yes,1949-01-03
81,house,S000437,Sidney,Elmer,Simpson,,1894-09-20,IL,R,Yes,1949-01-03
81,house,H000182,Cecil,Murray,Harden,,1894-11-21,IN,R,No,1949-01-03
81,house,M000414,Gordon,Leo,McDonough,,1895-01-02,CA,R,Yes,1949-01-03
81,house,T000175,John,Parnell,Thomas,,1895-01-16,NJ,R,Yes,1949-01-03
81,house,O000056,Joseph,Patrick,O'Hara,,1895-01-23,MN,R,Yes,1949-01-03
81,house,M000724,Edward,Tylor,Miller,,1895-02-01,MD,R,Yes,1949-01-03
81,house,S000676,Andrew,Lawrence,Somers,,1895-03-21,NY,D,Yes,1949-01-03
81,house,H000548,Christian,Archibald,Herter,,1895-03-28,MA,R,Yes,1949-01-03
81,house,H000678,Charles,Bernard,Hoeven,,1895-03-30,IA,R,Yes,1949-01-03
81,house,B000649,Reva,Zilpha Beck,Bosone,,1895-04-02,UT,D,No,1949-01-03
81,house,W000264,Philip,James,Welch,,1895-04-04,MO,D,No,1949-01-03
81,house,D000109,James,Curran,Davis,,1895-05-17,GA,D,Yes,1949-01-03
81,house,F000255,Aime,Joseph,Forand,,1895-05-23,RI,D,Yes,1949-01-03
81,house,P000475,C.,Norris,Poulson,,1895-07-23,CA,R,Yes,1949-01-03
81,house,G000369,William,Thomas,Granahan,,1895-07-26,PA,D,No,1949-01-03
81,house,L000332,Neil,Joseph,Linehan,,1895-09-23,IL,D,No,1949-01-03
81,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1949-01-03
81,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,No,1949-01-03
81,house,V000119,John,Martin,Vorys,,1896-06-16,OH,R,Yes,1949-01-03
81,house,T000198,Clark,Wallace,Thompson,,1896-08-06,TX,D,Yes,1949-01-03
81,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,No,1949-01-03
81,house,C000336,Richard,Thurmond,Chatham,,1896-08-16,NC,D,No,1949-01-03
81,house,N000137,William,Frank,Norrell,,1896-08-29,AR,D,Yes,1949-01-03
81,house,B000139,Graham,Arthur,Barden,,1896-09-25,NC,D,Yes,1949-01-03
81,house,M000460,J.,Harry,McGregor,,1896-09-30,OH,R,Yes,1949-01-03
81,house,P000408,James,Gould,Polk,,1896-10-06,OH,D,No,1949-01-03
81,house,D000260,Winfield,Kirkpatrick,Denton,,1896-10-28,IN,D,No,1949-01-03
81,house,C000221,Francis,Higbee,Case,,1896-12-09,SD,R,Yes,1949-01-03
81,house,C000162,Albert,Sidney Johnson,Carnahan,,1897-01-09,MO,D,No,1949-01-03
81,house,A000179,Herman,Carl,Andersen,,1897-01-27,MN,R,Yes,1949-01-03
81,house,C000259,Anthony,,Cavalcante,,1897-02-06,PA,D,No,1949-01-03
81,house,C000156,Frank,Ertel,Carlyle,,1897-04-07,NC,D,No,1949-01-03
81,house,G000381,George,McInvale,Grant,,1897-07-11,AL,D,Yes,1949-01-03
81,house,C000736,Harold,Dunbar,Cooley,,1897-07-26,NC,D,Yes,1949-01-03
81,house,G000447,Noble,Jones,Gregory,,1897-08-30,KY,D,Yes,1949-01-03
81,house,S001056,John,Berchmans,Sullivan,,1897-10-10,MO,D,No,1949-01-03
81,house,F000034,Joseph,Rider,Farrington,,1897-10-15,HI,R,Yes,1949-01-03
81,house,D000094,Clifford,,Davis,,1897-11-18,TN,D,Yes,1949-01-03
81,house,B000884,Overton,,Brooks,,1897-12-21,LA,D,Yes,1949-01-03
81,house,K000196,Cecil,Rhodes,King,,1898-01-13,CA,D,Yes,1949-01-03
81,house,R000187,George,Milton,Rhodes,,1898-02-24,PA,D,No,1949-01-03
81,house,U000015,Thomas,Rust,Underwood,,1898-03-03,KY,D,No,1949-01-03
81,house,S000194,Errett,Power,Scrivner,,1898-03-20,KS,R,Yes,1949-01-03
81,house,I000037,Theodore,Leonard,Irving,,1898-03-24,MO,D,No,1949-01-03
81,house,S000377,Dewey,Jackson,Short,,1898-04-07,MO,R,Yes,1949-01-03
81,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1949-01-03
81,house,T000156,Albert,,Thomas,,1898-04-12,TX,D,Yes,1949-01-03
81,house,C000113,Gordon,,Canfield,,1898-04-15,NJ,R,Yes,1949-01-03
81,house,C000804,Frederic,René,Coudert,Jr.,1898-05-07,NY,R,Yes,1949-01-03
81,house,D000004,Paul,Bartram,Dague,,1898-05-19,PA,R,Yes,1949-01-03
81,house,P000303,Philip,Joseph,Philbin,,1898-05-29,MA,D,Yes,1949-01-03
81,house,L000065,Thomas,Joseph,Lane,,1898-07-06,MA,D,Yes,1949-01-03
81,house,K000341,John,Crain,Kunkel,,1898-07-21,PA,R,Yes,1949-01-03
81,house,H000405,Lawrence,Brooks,Hays,,1898-08-09,AR,D,Yes,1949-01-03
81,house,J000278,Walter,Henry,Judd,,1898-09-25,MN,R,Yes,1949-01-03
81,house,A000138,Leo,Elwood,Allen,,1898-10-05,IL,R,Yes,1949-01-03
81,house,H000786,Walter,Franklin,Horan,,1898-10-15,WA,R,Yes,1949-01-03
81,house,D000175,Charles,Bennett,Deane,,1898-11-01,NC,D,Yes,1949-01-03
81,house,T000320,Harry,Lancaster,Towe,,1898-11-03,NJ,R,Yes,1949-01-03
81,house,M001094,James,Joseph,Murphy,,1898-11-03,NY,D,No,1949-01-03
81,house,V000069,James,Edward,Van Zandt,,1898-12-18,PA,R,Yes,1949-01-03
81,house,M000991,Toby,,Morris,,1899-02-28,OK,D,Yes,1949-01-03
81,house,M000045,Clare,,Magee,,1899-03-31,MO,D,No,1949-01-03
81,house,F000399,Thomas,Bacon,Fugate,,1899-04-10,VA,D,No,1949-01-03
81,house,D000198,Edward,,deGraffenried,,1899-06-30,AL,D,No,1949-01-03
81,house,G000495,Harold,Royce,Gross,,1899-06-30,IA,R,No,1949-01-03
81,house,T000056,Anthony,Francis,Tauriello,,1899-08-14,NY,D,No,1949-01-03
81,house,R000250,Roy,Walter,Riehlman,,1899-08-26,NY,R,Yes,1949-01-03
81,house,E000146,Mathew,Harris,Ellsworth,,1899-09-17,OR,R,Yes,1949-01-03
81,house,C000365,Robert,Bruce,Chiperfield,,1899-11-20,IL,R,Yes,1949-01-03
81,house,A000133,John,Joseph,Allen,Jr.,1899-11-27,CA,R,Yes,1949-01-03
81,house,S000701,John,Jackson,Sparkman,,1899-12-20,AL,D,Yes,1949-01-03
81,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1949-01-03
81,house,O000009,George,Donoghue,O'Brien,,1900-01-01,MI,D,No,1949-01-03
81,house,G000129,Myron,Virgil,George,,1900-01-06,KS,R,No,1949-01-03
81,house,H000549,John,Walter,Heselton,,1900-03-17,MA,R,Yes,1949-01-03
81,house,K000171,Paul,Joseph,Kilday,,1900-03-29,TX,D,Yes,1949-01-03
81,house,P000536,James,Percy,Priest,,1900-04-01,TN,D,Yes,1949-01-03
81,house,K000032,Carroll,Dudley,Kearns,,1900-05-07,PA,R,Yes,1949-01-03
81,house,C000802,Norris,H.,Cotton,,1900-05-11,NH,R,Yes,1949-01-03
81,house,K000036,Kenneth,Barnard,Keating,,1900-05-18,NY,R,Yes,1949-01-03
81,house,P000098,Otto,Ernest,Passman,,1900-06-27,LA,D,Yes,1949-01-03
81,house,H000081,Charles,Abraham,Halleck,,1900-08-22,IN,R,Yes,1949-01-03
81,house,S000436,Richard,Murray,Simpson,,1900-08-30,PA,R,Yes,1949-01-03
81,house,M000065,George,Herman,Mahon,,1900-09-22,TX,D,Yes,1949-01-03
81,house,H000060,Leonard,Wood,Hall,,1900-10-02,NY,R,Yes,1949-01-03
81,house,L000318,James,Francis,Lind,,1900-10-17,PA,D,No,1949-01-03
81,house,S000174,Hugh,Doggett,Scott,Jr.,1900-11-11,PA,R,Yes,1949-01-03
81,house,D000454,Helen,Gahagan,Douglas,,1900-11-25,CA,D,Yes,1949-01-03
81,house,W000359,Cecil,Fielding,White,,1900-12-12,CA,D,No,1949-01-03
81,house,M001074,Abraham,Jacob,Multer,,1900-12-24,NY,D,Yes,1949-01-03
81,house,J000246,Paul,Caruthers,Jones,,1901-03-12,MO,D,Yes,1949-01-03
81,house,W000604,Joseph,Franklin,Wilson,,1901-03-18,TX,D,Yes,1949-01-03
81,house,D000211,James,Joseph,Delaney,,1901-03-19,NY,D,No,1949-01-03
81,house,M000354,Samuel,Kerns,McConnell,Jr.,1901-04-06,PA,R,Yes,1949-01-03
81,house,S000936,Lowell,,Stockman,,1901-04-12,OR,R,Yes,1949-01-03
81,house,B000762,Ernest,King,Bramblett,,1901-04-25,CA,R,Yes,1949-01-03
81,house,T000298,Thor,Carl,Tollefson,,1901-05-02,WA,R,Yes,1949-01-03
81,house,G000219,William,Franklin,Gilmer,,1901-06-07,OK,D,No,1949-01-03
81,house,D000419,Harold,Daniel,Donohue,,1901-06-18,MA,D,Yes,1949-01-03
81,house,C000189,John,Albert,Carroll,,1901-07-30,CO,D,Yes,1949-01-03
81,house,H000310,Ralph,,Harvey,,1901-08-09,IN,R,Yes,1949-01-03
81,house,R000104,Monroe,Minor,Redden,,1901-09-24,NC,D,Yes,1949-01-03
81,house,H000437,Felix,Edward,Hébert,,1901-10-12,LA,D,Yes,1949-01-03
81,house,C000606,Albert,McDonald,Cole,,1901-10-13,KS,R,Yes,1949-01-03
81,house,W000348,John,Albert,Whitaker,,1901-10-31,KY,D,Yes,1949-01-03
81,house,H000014,Harold,Christian,Hagen,,1901-11-10,MN,R,Yes,1949-01-03
81,house,M000393,William,Moore,McCulloch,,1901-11-24,OH,R,Yes,1949-01-03
81,house,T000070,Dean,Park,Taylor,,1902-01-01,NY,R,Yes,1949-01-03
81,house,F000085,Antonio,Manuel,Fernández,,1902-01-17,NM,D,Yes,1949-01-03
81,house,G000338,Ed,Lee,Gossett,,1902-01-27,TX,D,Yes,1949-01-03
81,house,H000740,Otis,Halbert,Holmes,,1902-02-22,WA,R,Yes,1949-01-03
81,house,M000859,Almer,Stillwell Mike,Monroney,,1902-03-02,OK,D,Yes,1949-01-03
81,house,R000018,Albert,McKinley,Rains,,1902-03-11,AL,D,Yes,1949-01-03
81,house,M000455,Christopher,Columbus,McGrath,,1902-05-15,NY,D,No,1949-01-03
81,house,H000154,Thomas,Millet,Hand,,1902-07-07,NJ,R,Yes,1949-01-03
81,house,F000012,George,Hyde,Fallon,,1902-07-24,MD,D,Yes,1949-01-03
81,house,O000133,Donald,Lawrence,O'Toole,,1902-08-01,NY,D,Yes,1949-01-03
81,house,D000071,Harry,James,Davenport,,1902-08-22,PA,D,No,1949-01-03
81,house,B001131,Maurice,Gwinn,Burnside,,1902-08-23,WV,D,No,1949-01-03
81,house,B001002,Frank,,Buchanan,,1902-12-01,PA,D,Yes,1949-01-03
81,house,M000122,Vito,Anthony,Marcantonio,,1902-12-10,NY,AL,Yes,1949-01-03
81,house,K000012,Raymond,Willard,Karst,,1902-12-31,MO,D,No,1949-01-03
81,house,G000071,Edward,Alexander,Garmatz,,1903-02-07,MD,D,Yes,1949-01-03
81,house,F000422,James,Grove,Fulton,,1903-03-01,PA,R,Yes,1949-01-03
81,house,S000011,George,Gregory,Sadowski,,1903-03-12,MI,D,Yes,1949-01-03
81,house,M000113,Michael,Joseph,Mansfield,,1903-03-16,MT,D,Yes,1949-01-03
81,house,Q000021,Thomas,Vincent,Quinn,,1903-03-16,NY,D,No,1949-01-03
81,house,A000016,Thomas,Gerstle,Abernethy,,1903-05-16,MS,D,Yes,1949-01-03
81,house,H000197,Porter,,Hardy,Jr.,1903-06-01,VA,D,Yes,1949-01-03
81,house,H000898,Walter,B.,Huber,,1903-06-29,OH,D,Yes,1949-01-03
81,house,L000395,John,Davis,Lodge,,1903-10-20,CT,R,Yes,1949-01-03
81,house,G000098,Ezekiel,Candler,Gathings,,1903-11-10,AR,D,Yes,1949-01-03
81,house,D000402,Isidore,,Dollinger,,1903-11-13,NY,D,No,1949-01-03
81,house,F000152,Ovie,Clark,Fisher,,1903-11-22,TX,D,Yes,1949-01-03
81,house,F000209,Daniel,John,Flood,,1903-11-26,PA,D,No,1949-01-03
81,house,R000424,John,James,Rooney,,1903-11-29,NY,D,Yes,1949-01-03
81,house,H000713,Chester,Earl,Holifield,,1903-12-03,CA,D,Yes,1949-01-03
81,house,H000249,Oren,,Harris,,1903-12-20,AR,D,Yes,1949-01-03
81,house,W000641,William,Arthur,Winstead,,1904-01-06,MS,D,Yes,1949-01-03
81,house,B000377,John,Bonifas,Bennett,,1904-01-10,MI,R,Yes,1949-01-03
81,house,S000219,Robert,Thompson,Secrest,,1904-01-22,OH,D,No,1949-01-03
81,house,L000468,Harold,Orrin,Lovre,,1904-01-30,SD,R,No,1949-01-03
81,house,S000829,Thomas,Jefferson,Steed,,1904-03-02,OK,D,No,1949-01-03
81,house,A000196,John,Zuinglius,Anderson,,1904-03-22,CA,R,Yes,1949-01-03
81,house,C000220,Clifford,Philip,Case,,1904-04-16,NJ,R,Yes,1949-01-03
81,house,C000617,William,Sterling,Cole,,1904-04-18,NY,R,Yes,1949-01-03
81,house,B000201,Edward,Lewis,Bartlett,,1904-04-20,AK,D,Yes,1949-01-03
81,house,H000858,Charles,Robert,Howell,,1904-04-23,NJ,D,No,1949-01-03
81,house,B001100,Thomas,Henry,Burke,,1904-05-06,OH,D,No,1949-01-03
81,house,M000144,John,Henry,Marsalis,,1904-05-09,CO,D,No,1949-01-03
81,house,J000064,Jacob,Koppel,Javits,,1904-05-18,NY,R,Yes,1949-01-03
81,house,O000058,Alvin,Edward,O'Konski,,1904-05-26,WI,R,Yes,1949-01-03
81,house,H000264,Burr,Powell,Harrison,,1904-07-02,VA,D,Yes,1949-01-03
81,house,K000261,Arthur,George,Klein,,1904-08-08,NY,D,Yes,1949-01-03
81,house,M001045,Morgan,Moore,Moulder,,1904-08-31,MO,D,No,1949-01-03
81,house,W000559,Edwin,Edward,Willis,,1904-10-02,LA,D,No,1949-01-03
81,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1949-01-03
81,house,H000460,Louis,Benjamin,Heller,,1905-02-10,NY,D,No,1949-01-03
81,house,F000060,Michael,Aloysius,Feighan,,1905-02-16,OH,D,Yes,1949-01-03
81,house,C001006,Carl,Thomas,Curtis,,1905-03-15,NE,R,Yes,1949-01-03
81,house,W000582,George,Howard,Wilson,,1905-08-21,OK,D,No,1949-01-03
81,house,C000772,Robert,James,Corbett,,1905-08-25,PA,R,Yes,1949-01-03
81,house,S000327,John,Francis,Shelley,,1905-09-03,CA,D,No,1949-01-03
81,house,W000298,Thomas,Harold,Werdel,,1905-09-13,CA,R,No,1949-01-03
81,house,R000280,Lucius,Mendel,Rivers,,1905-09-28,SC,D,Yes,1949-01-03
81,house,M000528,Clinton,Dotson,McKinnon,,1906-02-05,CA,D,No,1949-01-03
81,house,W000439,Victor,Eugene,Wickersham,,1906-02-09,OK,D,No,1949-01-03
81,house,J000034,Andrew,,Jacobs,,1906-02-22,IN,D,No,1949-01-03
81,house,M000465,John,Andrew,McGuire,,1906-02-28,CT,D,No,1949-01-03
81,house,M000152,Fred,,Marshall,,1906-03-13,MN,D,No,1949-01-03
81,house,W000445,William,Beck,Widnall,,1906-03-17,NJ,R,No,1949-01-03
81,house,B001111,Omar,Truman,Burleson,,1906-03-19,TX,D,Yes,1949-01-03
81,house,W000572,Earl,,Wilson,,1906-04-18,IN,R,Yes,1949-01-03
81,house,S000406,Robert,Lee Fulton,Sikes,,1906-06-03,FL,D,Yes,1949-01-03
81,house,G000331,Chester,Charles,Gorski,,1906-06-22,NY,D,No,1949-01-03
81,house,B000448,Andrew,John,Biemiller,,1906-07-23,WI,D,No,1949-01-03
81,house,P000327,Thomas,Augustus,Pickett,,1906-08-14,TX,D,Yes,1949-01-03
81,house,K000070,Edna,Flannery,Kelly,,1906-08-20,NY,D,No,1949-01-03
81,house,M000958,Thomas,Ellsworth,Morgan,,1906-10-13,PA,D,Yes,1949-01-03
81,house,M000664,Chester,Earl,Merrow,,1906-11-15,NH,R,Yes,1949-01-03
81,house,A000206,George,William,Andrews,,1906-12-12,AL,D,Yes,1949-01-03
81,house,M000814,Hugh,Burnton,Mitchell,,1907-03-22,WA,D,No,1949-01-03
81,house,P000286,William,Louis,Pfeiffer,,1907-05-29,NY,R,No,1949-01-03
81,house,S000172,Hardie,,Scott,,1907-06-07,PA,R,Yes,1949-01-03
81,house,N000031,Charles,Pembroke,Nelson,,1907-07-02,ME,R,No,1949-01-03
81,house,J000080,Edward,Halsey,Jenison,,1907-07-27,IL,R,Yes,1949-01-03
81,house,S000778,Harley,Orrin,Staggers,,1907-08-03,WV,D,No,1949-01-03
81,house,M001022,Thruston,Ballard,Morton,,1907-08-19,KY,R,Yes,1949-01-03
81,house,K000130,Eugene,James,Keogh,,1907-08-30,NY,D,Yes,1949-01-03
81,house,C000342,Frank,Leslie,Chelf,,1907-09-22,KY,D,Yes,1949-01-03
81,house,P000107,Harold,Ambrose,Patten,,1907-10-06,AZ,D,No,1949-01-03
81,house,C000386,Earl,,Chudoff,,1907-11-15,PA,D,No,1949-01-03
81,house,G000320,Albert,Arnold,Gore,,1907-12-26,TN,D,Yes,1949-01-03
81,house,W000019,Earl,Thomas,Wagner,,1908-04-27,OH,D,No,1949-01-03
81,house,L000496,Wingate,Hezekiah,Lucas,,1908-05-01,TX,D,Yes,1949-01-03
81,house,A000073,Carl,Bert,Albert,,1908-05-10,OK,D,Yes,1949-01-03
81,house,A000002,Watkins,Moorman,Abbitt,,1908-05-21,VA,D,Yes,1949-01-03
81,house,C000504,Louis,Gary,Clemente,,1908-06-10,NY,D,No,1949-01-03
81,house,B000792,Edward,Grimes,Breen,,1908-06-10,OH,D,No,1949-01-03
81,house,S000009,Antoni,Nicholas,Sadlak,,1908-06-13,CT,R,Yes,1949-01-03
81,house,P000516,Prince,Hulon,Preston,Jr.,1908-07-05,GA,D,Yes,1949-01-03
81,house,S000102,John,Phillips,Saylor,,1908-07-23,PA,R,No,1949-01-03
81,house,N000133,Albin,Walter,Norblad,Jr.,1908-09-12,OR,R,Yes,1949-01-03
81,house,W000744,Francis,Eugene,Worley,,1908-10-10,TX,D,Yes,1949-01-03
81,house,P000119,James,Thomas,Patterson,,1908-10-20,CT,R,Yes,1949-01-03
81,house,P000477,Adam,Clayton,Powell,Jr.,1908-11-29,NY,D,Yes,1949-01-03
81,house,M000995,James,Hobson,Morrison,,1908-12-08,LA,D,Yes,1949-01-03
81,house,L000108,Henry,Jepson,Latham,,1908-12-10,NY,R,Yes,1949-01-03
81,house,T000237,William,Homer,Thornberry,,1909-01-09,TX,D,No,1949-01-03
81,house,H000050,Edwin,Arthur,Hall,,1909-02-11,NY,R,Yes,1949-01-03
81,house,H000530,Albert,Sydney,Herlong,Jr.,1909-02-14,FL,D,No,1949-01-03
81,house,B000593,James,Caleb,Boggs,,1909-05-15,DE,R,Yes,1949-01-03
81,house,M000778,Wilbur,Daigh,Mills,,1909-05-24,AR,D,Yes,1949-01-03
81,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,No,1949-01-03
81,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,No,1949-01-03
81,house,G000521,Ben,Hugh,Guill,,1909-09-08,TX,R,No,1949-01-03
81,house,J000008,Donald,Lester,Jackson,,1910-01-23,CA,R,Yes,1949-01-03
81,house,G000421,William,Joseph,Green,Jr.,1910-03-05,PA,D,No,1949-01-03
81,house,L000301,Franklin,Herbert,Lichtenwalter,,1910-03-28,PA,R,Yes,1949-01-03
81,house,P000306,Dayton,Edward,Phillips,,1910-03-29,TN,R,Yes,1949-01-03
81,house,V000082,Harold,Himmel,Velde,,1910-04-01,IL,R,No,1949-01-03
81,house,T000110,Olin,Earl,Teague,,1910-04-06,TX,D,Yes,1949-01-03
81,house,R000191,Abraham,Alexander,Ribicoff,,1910-04-09,CT,D,No,1949-01-03
81,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1949-01-03
81,house,L000525,John,Emmett,Lyle,Jr.,1910-09-04,TX,D,Yes,1949-01-03
81,house,E000273,Joseph,Landon,Evins,,1910-10-24,TN,D,Yes,1949-01-03
81,house,B000371,Charles,Edward,Bennett,,1910-12-02,FL,D,No,1949-01-03
81,house,T000005,Boyd,Anderson,Tackett,,1911-05-09,AR,D,No,1949-01-03
81,house,H000408,Wayne,Levere,Hays,,1911-05-13,OH,D,No,1949-01-03
81,house,F000431,John,Foster,Furcolo,,1911-07-29,MA,D,No,1949-01-03
81,house,B000550,John,Anton,Blatnik,,1911-08-17,MN,D,Yes,1949-01-03
81,house,B000141,Walter,Stephan,Baring,Jr.,1911-09-09,NV,D,No,1949-01-03
81,house,E000181,Clair,,Engle,,1911-09-21,CA,D,Yes,1949-01-03
81,house,B000242,Laurie,Calvin,Battle,,1912-05-10,AL,D,Yes,1949-01-03
81,house,J000013,Henry,Martin,Jackson,,1912-05-31,WA,D,Yes,1949-01-03
81,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,Yes,1949-01-03
81,house,P000230,Carl,Dewey,Perkins,,1912-10-15,KY,D,No,1949-01-03
81,house,Z000001,Clement,John,Zablocki,,1912-11-18,WI,D,No,1949-01-03
81,house,K000013,Frank,Melvin,Karsten,,1913-01-07,MO,D,Yes,1949-01-03
81,house,N000116,Richard,Milhous,Nixon,,1913-01-09,CA,R,Yes,1949-01-03
81,house,F000233,John,Edward,Fogarty,,1913-03-23,RI,D,Yes,1949-01-03
81,house,W000100,John,Richard,Walsh,,1913-05-22,IN,D,No,1949-01-03
81,house,B001216,John,William,Byrnes,,1913-06-12,WI,R,Yes,1949-01-03
81,house,B000296,Lindley,Garrison,Beckworth,Sr.,1913-06-30,TX,D,Yes,1949-01-03
81,house,F000260,Gerald,Rudolph,Ford,Jr.,1913-07-14,MI,R,No,1949-01-03
81,house,S000505,George,Armistead,Smathers,,1913-11-14,FL,D,Yes,1949-01-03
81,house,E000120,Carl,Atwood,Elliott,,1913-12-20,AL,D,No,1949-01-03
81,house,J000263,Woodrow,Wilson,Jones,,1914-01-26,NC,D,No,1949-01-03
81,house,A000054,Hugh,Joseph,Addonizio,,1914-01-31,NJ,D,No,1949-01-03
81,house,B000594,Thomas,Hale,Boggs,Sr.,1914-02-15,LA,D,Yes,1949-01-03
81,house,R000425,Franklin,Delano,Roosevelt,Jr.,1914-08-17,NY,L,No,1949-01-03
81,house,D000102,Glenn,Robert,Davis,,1914-10-28,WI,R,Yes,1949-01-03
81,house,W000342,William,McDonald,Wheeler,,1915-07-11,GA,D,Yes,1949-01-03
81,house,S001087,James,Patrick,Sutton,,1915-10-31,TN,D,No,1949-01-03
81,house,C000347,Chester,Anton,Chesney,,1916-03-09,IL,D,No,1949-01-03
81,house,M000311,Eugene,Joseph,McCarthy,,1916-03-29,MN,D,No,1949-01-03
81,house,B000605,Richard,Walker,Bolling,,1916-05-17,MO,D,No,1949-01-03
81,house,P000460,Charles,Edward,Potter,,1916-10-30,MI,R,Yes,1949-01-03
81,house,M000020,Peter,Francis,Mack,Jr.,1916-11-01,IL,D,No,1949-01-03
81,house,B000239,William,Henry,Bates,,1917-04-26,MA,R,No,1949-01-03
81,house,K000107,John,Fitzgerald,Kennedy,,1917-05-29,MA,D,Yes,1949-01-03
81,house,H000202,James,Butler,Hare,,1918-09-04,SC,D,No,1949-01-03
81,house,C000586,Robert,Lewis,Coffey,Jr.,1918-10-21,PA,D,No,1949-01-03
81,house,K000334,Edward,H.,Kruse,,1918-10-22,IN,D,No,1949-01-03
81,house,W000517,John,Bell,Williams,,1918-12-04,MS,D,Yes,1949-01-03
81,house,N000129,James,Ellsworth,Noland,,1920-04-22,IN,D,No,1949-01-03
81,house,D000089,John,Clay,Davies,,1920-05-01,NY,D,No,1949-01-03
81,house,B000401,Lloyd,Millard,Bentsen,Jr.,1921-02-11,TX,D,Yes,1949-01-03
81,house,S000439,Hugo,Sheridan,Sims,Jr.,1921-10-14,SC,D,No,1949-01-03
81,senate,G000418,Theodore,Francis,Green,,1867-10-02,RI,D,Yes,1949-01-03
81,senate,M000499,Kenneth,Douglas,McKellar,,1869-01-29,TN,D,Yes,1949-01-03
81,senate,R000112,Clyde,Martin,Reed,,1871-10-19,KS,R,Yes,1949-01-03
81,senate,N000023,Matthew,Mansfield,Neely,,1874-11-09,WV,D,No,1949-01-03
81,senate,M001108,James,Edward,Murray,,1876-05-03,MT,D,Yes,1949-01-03
81,senate,M000308,Patrick,Anthony,McCarran,,1876-08-08,NV,D,Yes,1949-01-03
